gender,median_home_val,ic2,ic3,avggift,target_d
F,3514,732,717,5.222222222,5
F,313,165,189,17.75,16
F,944,350,430,13.09090909,17
F,1089,324,328,8.826086957,10
M,623,348,301,9,10
M,1327,573,564,8.333333333,10
F,5438,967,928,15,20
F,546,278,283,5.434782609,10
F,1158.437751,221,337,7.454545455,12
F,608,350,268,14.82352941,22
F,377,283,281,10.16666667,11
M,756,423,394,23.85714286,37
M,377,304,275,9.8,15
M,604,372,302,11.66666667,20
F,310,258,309,9.833333333,15
F,1130,383,385,14,20
F,703,394,353,15.25,24
M,696,407,377,5.46,5
M,457,272,278,9.592592593,20
F,5727,1051,826,5.346153846,5
M,1139,676,670,35,50
F,554,186,211,5.4375,10
M,606,322,320,37.5,30
F,635,248,269,13.25,20
F,1407,407,369,10.2,10
M,3500,521,486,20,20
M,3617,558,614,6.666666667,10
F,625,274,301,7.222222222,13
F,640,310,347,9.235294118,10
F,1151,496,551,15.22222222,20
F,918,407,489,20,10
M,1769,382,410,17.5,10
M,973,365,368,13.14285714,10
F,418,238,293,11.14285714,14
F,1158.437751,273,294,6.6,7
F,1778,502,445,13,20
F,1185,384,311,9.666666667,10
F,4750,285,314,10,15
F,2176,453,461,7.076923077,13
F,363,324,283,6.8,10
F,1036,524,520,4.166666667,5
F,899,500,510,10,10
M,0,0,0,21.72222222,25
F,2741,453,467,12.5,12
M,1114,516,492,15.22222222,32
F,456,208,216,4.333333333,4
F,436,321,351,16.78571429,23
M,338,274,318,10,10
F,474,332,316,20,5
F,838,403,394,3.939393939,5
F,825,572,590,10,20
M,876,525,576,4.266666667,5
M,631,380,382,6.6,6
F,698,396,355,12.71428571,20
M,557,364,326,13,23
F,691,347,383,10.62921348,32
F,368,200,227,7.75,11
F,1751,282,328,25,10
F,865,387,392,8.375,7
M,1176,608,609,8,12
M,684,318,336,15,15
F,2730,304,391,5.127659575,10
F,392,301,295,5.4535,5
M,303,294,299,3.722222222,5
M,1279,249,315,8,10
M,562,268,312,7.625,10
F,413,227,229,9,10
F,1283,386,367,12.33333333,10
M,911,285,319,8,10
M,1110,474,532,23.66666667,36
F,1361,409,441,5.833333333,5
M,340,150,165,3.6,5
M,605,415,377,21,50
M,885,331,343,9.733333333,12
F,588,310,293,12.5,15
F,2172,1048,1031,23.33333333,35
F,1300,717,674,9,19
F,1625,197,238,6.214285714,10
F,3238,389,325,15.4,35
M,595,283,312,10.83333333,15
F,282,198,190,15,10
F,3905,1022,923,8.25,10
F,376,401,405,12.42857143,14
M,3254,607,485,25,30
F,411,225,225,9.428571429,15
F,1043,544,578,15,15
F,375,138,189,3.576923077,5
M,828,495,515,10.13333333,13
F,4051,605,617,4.571428571,10
M,606,244,265,11,10
F,781,263,294,6.333333333,5
M,640,266,303,7.642857143,5
M,786,354,349,11.33333333,10
F,629,339,319,10.33333333,15
M,1385,358,391,14,16
F,534,223,231,3.357142857,5
M,2589,650,692,11.75,15
F,777,408,346,7.555555556,10
F,2313,646,579,7.428571429,8
F,235,257,250,10.91666667,15
F,1988,463,429,12.375,13
F,970,370,389,12.66666667,25
F,685,205,227,17.4,20
F,693,415,446,10.11111111,21
M,1050,290,296,5.2,9
M,1563,349,275,7.666666667,9
F,2798,428,469,14.5,15
F,2043,385,412,9.666666667,25
F,772,365,447,9.7,15
F,988,521,509,10,10
F,431,209,219,12.5,15
F,1625,531,578,9.25,10
F,376,233,219,6,10
F,701,348,394,9.685,5
M,530,307,296,9.310344828,12
F,1208,549,616,13.8,16
F,681,398,356,30.75,51
M,755,530,520,12.14285714,17
M,1148,311,321,13,10
F,2332,533,528,5.714285714,6
F,1506,573,632,32.91666667,50
F,487,152,161,3.444444444,3
M,1210,519,511,12.22222222,12
M,229,260,246,15.91666667,15
M,885,565,473,11.1,15
F,298,250,269,3.857142857,5
F,1045,347,337,24.75,25
F,484,324,265,9.5,25
M,501,403,424,27.625,50
F,625,190,226,13,21
F,688,187,258,5.571428571,5
F,2908,644,677,16.25,25
M,1007,498,543,17.5,35
F,750,171,223,21.33333333,10
F,1088,288,308,20,20
M,304,260,281,5.8,6
M,1202,281,308,8.611111111,13
F,827,415,386,4.473684211,4
F,1585,358,373,20,5
M,457,270,256,13.57142857,14
M,2279,463,491,9.5,10
F,587,325,316,8.214285714,12
F,424,244,236,4,3
F,397,293,270,6.857142857,7
F,739,347,339,8,10
F,3018,749,749,20,20
M,688,364,335,10.66666667,25
F,1442,321,333,18.25,44
M,491,255,248,8.25,20
M,1426,534,509,20.14285714,25
M,2667,577,579,7.666666667,15
F,575,422,449,17.14285714,26
M,1453,607,590,15,21
M,833,299,378,11.85714286,10
F,571,259,280,8.9375,16
M,413,239,259,4.848484849,5
M,3919,453,552,23.14285714,35
M,914,530,467,16.5,30
F,1656,350,356,15.35,25
F,0,0,0,6,1
F,493,202,223,44.72727273,25
F,636,412,332,16.66666667,25
F,923,481,493,12.9,20
M,696,406,421,13.8,21
M,2581,641,561,14.44444444,15
M,1093,413,434,9,10
F,727,421,431,13.75,10
F,616,373,375,4.416666667,5
F,765,381,435,5.9375,4
M,369,269,266,25,30
F,586,327,334,8.818181818,15
M,397,210,230,9,10
M,804,408,400,15,21
F,518,213,228,10,5
F,1149,526,550,11.5,10
M,494,306,296,4.102564103,5
M,880,433,469,7.555555556,10
M,1112,619,597,6,6
M,960,411,398,20,20
F,5287,1105,949,13.375,30
M,697,488,457,15.33333333,20
F,548,236,261,7.941176471,10
F,794,396,461,10.81818182,15
M,716,373,419,10.36363636,15
M,943,509,523,17.09090909,18
M,1133,601,533,12.21428571,15
F,595,274,288,6.125,10
M,705,293,284,25,40
F,1844,713,726,7.75,10
F,334,265,269,13.57142857,20
F,515,361,315,10.6875,10
F,318,197,200,15,15
M,825,263,405,4.764705882,5
F,1530,545,535,10.85714286,17
M,922,304,319,4.278688525,3
F,1999,163,215,13.85714286,10
M,530,242,316,20,10
F,576,312,301,19.92307692,30
M,925,457,463,9.3,11
F,827,542,598,19.6,26
F,1989,607,540,7.9,10
F,734,404,403,5.083333333,7
M,572,227,263,17.6,20
F,1152,546,542,5.090909091,5
M,1605,420,442,15,17
F,2598,570,576,9,15
F,967,391,392,8.416666667,10
F,310,288,244,4.608695652,5
F,454,261,290,13.81818182,20
M,587,319,362,26.5,40
M,3404,750,770,10,20
M,1738,375,387,17.1,20
F,1283,292,295,11.53333333,14
F,886,351,366,17.33333333,21
F,927,359,333,7.666666667,10
F,649,399,350,7.941176471,10
M,1869,560,577,6.4,5
M,709,442,440,12.4,30
F,951,611,639,3.333333333,4
F,856,478,497,8.357142857,15
M,664,363,389,9.6,10
F,695,371,338,4.692307692,4
M,651,367,336,20,30
F,328,308,300,15,21
M,337,344,350,5.547619048,5
F,475,90,150,9.533333333,12
F,295,219,242,9.454545455,15
F,2302,390,411,7.133333333,10
F,513,288,313,5.777777778,6
F,1452,279,346,12.61538462,20
M,5940,1114,721,13,18
F,1159,511,529,12.45454546,20
F,748,495,515,3.222222222,2
F,1478,383,334,21,23
F,1272,410,421,6.923076923,10
M,331,206,219,13,15
M,839,419,445,7.548387097,8
F,608,173,219,9.375,10
F,727,395,401,8.785714286,10
F,1364,477,483,20.875,10
F,731,402,410,8.833333333,10
M,4769,660,607,28.75,40
F,1105,461,362,4.576923077,10
F,1010,519,560,7.16,11
F,5725,763,698,9.923076923,15
M,709,431,420,8.75,8
M,214,176,203,17,23
F,491,331,314,7.5,15
F,726,321,362,7.363636364,8
F,816,515,509,3.703703704,4
F,1060,370,422,4.95,4
F,828,506,487,4.75,5
M,2291,407,402,8.875,15
M,1385,409,419,5.321428571,5
F,775,266,272,12.66666667,20
M,2098,752,611,9.75,12
M,568,406,429,7.80952381,12
F,409,268,266,5.602941177,7
F,873,486,459,14.66666667,25
F,397,209,235,3.62962963,5
F,384,166,187,12.2,20
F,5778,1068,668,62.5,100
M,1098,386,427,22.78571429,50
M,709,459,485,29,25
F,546,208,219,14.8,2
F,1073,407,411,11.66666667,10
F,303,204,225,3.75,4
F,690,353,330,11.52631579,15
M,589,388,398,8.777777778,10
F,355,312,312,15,21
M,549,327,313,16.42857143,20
M,5344,943,787,17.5,25
M,1438,570,534,12.57142857,25
F,1191,362,455,25,50
F,801,441,469,9.789473684,15
F,333,273,281,11.66666667,51
M,948,365,368,9.4,35
F,698,395,382,20,20
F,735,235,256,13.28571429,20
F,565,297,304,3.95,5
M,3385,731,705,14.2,25
M,1137,490,503,20,10
M,1326,503,675,41.83333333,100
F,423,280,276,8.166666667,9
F,1431,289,289,7.153846154,3
F,2481,248,270,9.166666667,5
F,663,406,399,12.7,20
F,1909,510,468,12.5,20
M,727,381,399,11.2,20
F,729,343,400,4.894736842,7
M,424,332,310,39,44
M,693,325,352,24.44444444,50
F,737,363,338,7.038461539,12
F,331,370,320,14,15
F,3447,400,451,13.44444444,10
M,355,283,250,10,10
M,466,292,291,5,9
F,835,423,487,3.375,3
F,1258,634,649,8.296296296,15
M,482,226,234,12.53846154,15
M,404,279,322,7.307692308,20
F,682,342,364,7.772727273,10
F,989,477,507,12.08333333,12
F,691,406,311,5,5
F,560,227,270,17,25
M,906,617,563,30.28571429,42
F,831,415,426,25,30
F,5544,761,769,24,33
M,740,585,616,14.22222222,10
M,566,277,279,11.33333333,11
F,1872,445,421,3.857142857,10
F,381,267,257,9.0625,10
F,914,363,371,10.33333333,10
M,765,332,373,9.875,15
F,2773,385,431,17.91666667,20
F,1400,304,281,10,7
F,1546,388,379,7,10
F,1353,349,290,7.05,9
M,1117,501,527,7.5,5
M,391,263,255,16,17
M,780,434,494,10,20
F,680,243,282,13,20
F,852,401,383,4.076923077,4
F,992,568,573,6.545454545,4
M,2051,519,547,7.666666667,7
F,325,181,171,6.7,5
M,3438,166,142,8.578947368,15
M,1977,693,751,10,10
M,1437,444,480,12.76,200
F,563,430,366,4.941176471,10
F,842,375,446,7.5,15
F,354,256,277,7.7,10
F,720,432,406,8.8,10
M,419,277,284,5.227272727,5
M,1538,343,355,6.2,10
F,1281,386,372,8.333333333,8
F,680,387,352,10,5
F,1000,458,377,17.33333333,48
M,279,165,170,12,25
M,2074,515,560,6.5,7
F,3297,719,762,25,50
F,478,397,331,11.7,10
F,948,353,367,11.5,15
M,1730,843,833,13.75,25
F,398,258,275,15,5
M,633,326,351,12.33333333,16
F,2380,348,315,14.18181818,15
F,914,363,371,11,25
F,705,304,308,10.54054054,20
M,1072,597,600,15.53846154,26
M,4572,525,499,8.48,10
M,967,463,478,9.333333333,12
F,2631,753,772,25,25
M,1610,644,551,12.5,12
F,1613,352,403,6.548387097,15
M,934,353,334,12.22222222,15
F,1143,374,356,6.266666667,10
M,927,250,280,6.647058824,8
F,5846,1177,785,30.66666667,30
F,218,208,226,11.66666667,20
M,431,307,309,5.8,5
F,803,361,350,5.666666667,12
F,753,393,371,12.57142857,15
M,1838,465,536,5.142857143,5
M,864,409,410,11,10
M,1279,456,403,11.25,12
F,870,514,515,7.3,10
F,2171,508,492,10.81818182,11
F,813,485,489,9.307692308,5
F,2618,657,664,22.5,25
M,515,284,336,26.95,10
F,5377,949,811,100,10
F,1034,534,558,9,12
F,605,454,426,20,20
M,240,232,243,7.909090909,8
M,829,485,379,20,10
F,1189,310,325,13.5,15
M,5828,1043,854,10.66666667,20
F,2076,443,479,6.666666667,10
M,1679,519,553,7.6,10
M,996,370,391,3.655172414,3
M,1136,531,578,36.36363636,53
M,2196,797,700,10.625,15
F,395,154,177,6.214285714,6
F,753,383,412,19.22222222,35
M,278,190,204,17.5,15
M,5679,787,629,8.5,15
F,494,161,175,25,25
M,1600,551,603,17,25
F,273,231,220,10.07692308,11
F,1500,346,331,10.44444444,12
F,1941,412,474,13.65217391,20
F,3909,886,878,20,20
F,615,348,336,7.363636364,20
F,5000,400,427,11.25,10
F,917,480,434,5.285714286,2
M,1590,575,647,10.21428571,10
M,554,345,324,20,20
M,993,417,386,12.5,12
F,714,302,256,5,5
M,690,392,412,10.125,14
M,566,378,363,3.571428571,6
M,1208,603,574,13,23
M,1079,614,650,27,10
F,354,234,266,6.111111111,9
M,354,258,231,7.733333333,6
F,1216,621,527,5.909090909,10
M,538,313,269,15.33333333,25
F,618,363,375,7.25,17
M,184,152,192,10.4,20
F,950,402,390,9.5,10
F,650,304,322,6.5,10
M,550,401,365,5.518518519,5
F,866,375,410,13.33333333,15
F,2130,309,380,5.705882353,6
F,978,434,355,5,5
M,598,318,327,5.055555556,5
M,487,308,275,4,5
F,859,499,503,10.33333333,15
F,359,186,223,8.222222222,15
F,2298,514,473,98.78571429,200
M,1088,308,335,10.83333333,15
M,646,237,299,3.190476191,3
F,740,450,446,5.764705882,10
F,743,483,495,7.555555556,10
M,1781,776,835,15,15
M,1003,322,318,7.038461539,10
M,1478,605,575,15.125,21
F,687,410,431,12.83333333,15
F,457,256,197,15,21
F,1884,458,490,7.6875,5
F,1545,326,360,16.25,10
F,2880,539,566,8.315789474,12
F,845,351,496,4.875,5
F,1239,571,624,15.84615385,30
F,753,432,417,25,10
F,2885,773,798,53.85714286,101
M,2292,670,680,10,15
M,949,347,347,12,12
F,1387,464,403,11.4,17
F,568,279,282,3.444444444,5
F,917,463,476,8.571428571,9
F,243,147,154,9.0625,20
F,2356,359,359,15.83333333,20
F,844,373,356,20,25
M,338,315,336,4,10
F,1118,563,562,14.38461539,23
F,770,239,161,8.352941177,10
F,557,302,267,20,20
F,477,221,274,9.1,15
M,1089,580,581,12.33333333,20
F,3898,754,785,15.55555556,15
M,639,236,274,6.55,10
F,2215,260,263,15,20
F,664,283,286,12.4,20
M,4548,848,831,10,15
F,690,334,353,22.22222222,25
F,391,323,326,15,5
F,732,414,400,7.285714286,8
F,728,335,297,11.22222222,14
M,376,234,234,8.085,15
M,466,266,258,16.25,20
F,1657,360,388,4.1,3
F,4058,701,671,35,35
M,927,464,391,30,40
M,3365,525,655,17.5,25
M,2130,309,380,15,27
F,1446,520,544,14.8,35
M,2278,604,571,15.55555556,5
F,493,252,264,13.3,20
F,450,208,270,7.625,9
F,4250,301,363,5.75,10
M,842,266,277,12.5,16
F,1092,587,620,8.333333333,8
M,625,362,362,8.5,11
F,643,272,296,23.33333333,25
M,676,409,380,6.75,15
F,1101,631,615,11.66666667,17
F,706,316,339,6.47826087,12
F,1745,348,398,10.41463415,10
F,3422,775,693,18.2,27
F,3576,768,729,8.887714286,11
F,590,319,304,15,10
M,996,284,300,5.25,5
F,945,317,376,4.625,10
F,1757,488,560,8.388888889,10
M,2609,497,542,4.5,25
F,598,333,322,7.25,10
F,667,325,352,9.090909091,10
F,673,383,381,12.11111111,20
M,1443,272,329,10.4,19
F,1778,480,439,6.527777778,12.5
F,661,236,247,7.214285714,10
F,436,302,351,7.052631579,10
M,2394,382,439,10,21
M,551,322,338,6.727272727,14
F,517,256,240,12.22222222,10
F,2549,616,590,15,30
F,465,313,312,4.5,7
F,435,357,378,7.4,10
F,665,246,276,5.466666667,8
F,801,488,409,16.5,15
M,628,363,362,10.53846154,10
M,729,434,442,17.66666667,40
F,818,155,195,7.642857143,10
M,561,376,386,12.5,25
F,653,218,252,7.935666667,20
M,396,318,335,8.647058824,5
F,3836,616,579,13.06666667,17
M,427,194,168,3.357142857,5
M,718,243,274,13.42857143,37
F,259,311,316,7.346153846,10
F,397,168,216,13,19
M,332,278,269,11.4,25
M,932,506,519,18.26666667,24
F,2250,319,333,7.142857143,13
F,5222,906,843,15,25
F,834,377,306,7.916666667,5
F,1332,547,645,3.5,3
F,814,518,532,8.5,20
F,550,0,601,10.96296296,15
M,550,251,255,25,25
M,1227,336,346,7.428571429,10
M,1569,605,626,18.33333333,20
F,701,578,521,15,15
F,1354,506,530,8.636363636,15
F,614,272,227,8.038961039,12
F,940,339,333,7.857142857,5
F,2056,597,658,17.66666667,20
M,800,249,298,12.10869565,35
M,554,346,333,4.578947368,6
F,2182,561,559,6.590909091,10
F,929,446,465,12.875,15
F,2379,651,596,19,10
M,908,422,465,6.055555556,5
F,786,493,391,11.71428571,30
F,450,310,301,4.8,6
M,2223,331,492,5.666666667,10
M,553,249,275,10,15
M,331,291,276,5.470588235,8
M,1089,324,328,22.88235294,31
F,737,382,395,8.428571429,10
M,486,261,274,11.82352941,15
F,376,214,244,3.5,5
M,1074,472,510,9.363636364,15
M,717,304,381,8.75,5
M,543,224,252,14.42857143,25
M,1276,516,571,32.33333333,41
M,451,226,236,18.33333333,25
F,465,295,298,5.285714286,5
F,1349,593,521,5.3,11
F,917,286,318,8.5,10
F,3130,624,631,20,20
F,850,468,360,10.35714286,15
F,550,345,327,16.5,25
F,1865,609,644,13.25,11
F,1033,448,510,9.6875,40
F,403,260,253,7.571428571,10
M,2192,410,515,24,23
M,2656,492,488,8.7,15
F,564,251,254,15,22
F,1182,374,361,17.5,10
F,646,399,408,4.666666667,5
F,877,503,460,11.42857143,15
M,424,255,242,8.75,20
F,928,484,456,20,20
M,1052,505,525,7.2,10
F,392,238,322,10.95454546,20
F,2347,570,574,7.8,10
F,668,271,241,3.285714286,3
M,727,381,399,4.625,10
M,1053,631,609,28.53846154,53
F,2159,905,938,7.333333333,21
F,616,311,316,7.333333333,10
F,2421,544,568,12.14634146,18
F,386,256,254,15.44444444,17
M,1289,476,521,50,75
F,874,516,543,17.33333333,60
F,441,288,279,8.083333333,10
F,606,530,461,6.875,10
F,527,315,289,13,14
F,655,369,344,6.35,12
F,0,0,0,6.428571429,13
F,1102,540,470,15,10
M,3818,637,649,8.75,10
M,481,265,282,8.666666667,9
M,421,310,295,2.971428571,3
F,550,218,296,16,21
F,586,351,348,8,17
M,1401,252,274,14.33333333,10
M,1974,469,528,10.33333333,15
F,5886,1500,1005,20,25
M,557,370,368,7,15
M,1416,321,357,11,21
M,688,305,267,12.5,12
F,1610,310,375,8.055555556,9
F,5500,535,597,15,20
F,2352,478,434,15,10
M,1938,482,500,55,50
F,1705,565,610,12.5,25
M,861,240,280,10.88888889,16
F,875,188,142,8,10
M,738,400,402,7.4,10
F,251,212,238,9.4,25
M,469,222,245,10,10
F,681,337,355,7.375,15
M,486,299,310,8,9
F,943,465,435,10,10
M,2799,576,554,14.80952381,37
M,531,248,283,11.66666667,25
F,645,215,241,8.6875,10
M,1595,663,700,23,30
F,567,399,446,14,20
M,930,551,560,12.75,25
F,851,321,400,8.833333333,5
F,689,341,257,4.857142857,5
M,2413,566,553,10.75,10
M,749,295,289,5.636363636,15
F,896,464,493,10.28571429,19
F,505,366,351,6,9
F,4104,848,827,10.30769231,12
F,2027,382,421,10.6,30
F,2171,613,612,15,21
F,661,325,310,13.1,10
M,538,258,281,10.1875,25
M,460,331,321,15.75,25
F,814,468,471,4.80952381,5
F,2297,550,562,11.83333333,25
F,297,163,179,4.727272727,3
M,393,313,314,20,20
M,675,357,397,20,20
M,897,240,259,12.33333333,20
M,1402,545,548,14.625,32
M,566,310,326,17.5,20
M,1483,695,744,20,20
F,504,355,296,8.363636364,10
M,1394,263,302,20,20
F,739,415,436,10,15
F,915,442,385,13.3,15
F,978,291,256,20,20
M,1270,471,429,6.269230769,5
F,1717,511,588,9,10
M,2449,472,518,7.615384615,10
F,2869,668,686,10.5,10
M,224,163,193,5.333333333,6
F,160,170,161,10.5,16
F,1178,384,370,12.33333333,21
F,668,456,326,15,15
F,5886,1500,1005,19.3125,26
F,696,383,406,9,31
F,1224,312,325,6.8,10
F,585,258,286,10.75,15
F,555,299,331,11.28571429,12
F,2038,515,564,8.111111111,5
M,281,241,280,15,21
F,835,400,394,13.0625,15
M,2494,643,639,11.66666667,10
F,444,243,251,5.777777778,7
M,499,252,249,3.966666667,5
F,1841,387,435,11.625,15
F,683,337,329,4.866666667,7
F,621,239,270,6.263157895,9
M,550,419,305,14.35869565,15
F,1203,413,493,16.5,25
M,1420,433,388,4.5,4
M,640,302,289,10.75,20
F,853,450,331,9.75,13
F,868,384,399,2.315789474,5
M,1518,469,494,10.7,16
F,590,403,362,8.217391304,8
F,801,370,360,15.2,25
M,675,375,325,5,5
F,1217,506,556,9.857142857,12
M,1897,481,433,23,23
M,878,630,622,9.75,15
M,680,325,293,4.666666667,7
M,1269,574,540,4.254901961,10
M,617,363,353,4.533333333,5
M,1365,359,356,25,25
M,838,436,493,4.866666667,5
M,1070,388,330,8.25,15
M,2166,515,471,9.090909091,11
F,803,360,375,5.823529412,5
F,666,332,325,4.5,4
F,279,171,184,21.34545455,15
F,1217,614,608,19,25
F,876,504,414,24.44444444,25
M,1076,586,623,12.33333333,21
F,877,257,236,6.714285714,10
M,2631,753,772,19.61538462,30
F,916,388,401,11.18181818,15
F,1205,651,699,20,35
F,1952,527,522,5.222222222,15
F,1620,452,432,3.297619048,5
M,301,249,299,5.166666667,5
M,349,272,214,12.2,19
F,3327,429,484,10.88888889,10
F,1606,316,351,13.42857143,19
F,928,463,403,15,25
F,733,453,496,6.666666667,3
F,813,295,281,2.705882353,3
F,836,468,496,6.928571429,12
F,483,388,412,13,20
F,1473,436,444,13.33333333,20
F,828,308,327,10.30769231,12
M,836,508,495,6.238095238,5
F,993,291,316,6.96,15
F,3230,688,714,18.33333333,25
F,2854,749,760,20,20
M,775,395,410,18,24
F,683,216,295,11.36363636,35
F,3373,628,669,13,26
M,653,360,358,9.5,20
F,307,169,204,10.55172414,10
M,249,224,234,4.75,6
M,730,362,364,8.5,5
F,599,236,253,7.32,5
F,684,386,388,7.083333333,15
M,350,278,335,10.125,20
F,304,230,224,10,20
M,1236,467,513,5.375,5
M,599,406,200,9.230769231,10
M,593,298,274,5.266666667,5
M,651,451,455,7.428571429,9
F,429,207,259,16.11111111,25
M,2264,503,509,9.714285714,12
M,1691,556,520,14.33333333,20
F,2387,399,446,8.045454546,15
F,813,495,499,14.83333333,15
F,2473,586,610,25.84375,25
F,243,251,244,4.352941177,5
M,3330,581,576,12.5,11
M,4178,687,723,10,21
M,465,279,278,6.666666667,20
M,878,420,455,10.125,16
F,919,193,154,25,25
F,899,417,479,8,15
M,817,534,526,5.333333333,5
F,725,354,335,7.666666667,7
M,677,272,324,10.11538462,10
F,1715,750,626,6.916666667,10
M,726,495,516,17.22580645,40
M,675,209,194,7.5625,10
F,632,336,339,8.533333333,5
M,595,263,262,14.69230769,20
F,2707,504,538,12.11764706,22
M,2666,609,612,12.33333333,21
M,444,264,269,17.14285714,25
